local_entity_name,attribute,type,max_length,reference_targets,verification
cre2f_VeloraAgentAuditLog,cre2f_outcome,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraAgentAuditLog,cre2f_responsehash,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraAgentAuditLog,cre2f_resultcount,int,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraAgentAuditLog,cre2f_safefilters,ntext,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraAgentAuditLog,cre2f_sessionid,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraAgentAuditLog,cre2f_sourcesystem,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraAgentAuditLog,cre2f_toolname,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraAgentAuditLog,cre2f_veloraagentauditlogid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_agentid,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_alloweddepartments,ntext,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_allowedemployeefields,ntext,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_allowedusergroups,ntext,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_allowemployeesearch,bit,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_allowgroupdrilldown,bit,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_approvaldate,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_approvedby,nvarchar,600,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_changereason,ntext,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_datadomain,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_effectivefrom,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_effectiveto,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_environment,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_isactive,bit,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_maximumresultrows,int,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_minimumgroupsize,int,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_policycode,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_policyname,nvarchar,600,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_purposerequired,bit,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_restrictedemployeefields,ntext,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_veloradatadisclosurepolicyid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_VeloraDataDisclosurePolicy,cre2f_version,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_sourcecatalogid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_name,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_description,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_owner,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_environment,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_connectionalias,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_permittedtools,nvarchar,2000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_allowedscope,nvarchar,1000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_refreshexpectation,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_sensitivity,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_effectivefrom,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_sourcecatalog,cre2f_effectiveto,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpidefinition,cre2f_kpidefinitionid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpidefinition,cre2f_kpicode,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpidefinition,cre2f_name,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpidefinition,cre2f_businessdefinition,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpidefinition,cre2f_sourcecatalogid,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpidefinition,cre2f_calculationcode,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpidefinition,cre2f_unit,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpidefinition,cre2f_organizationscope,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpidefinition,cre2f_signconvention,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpidefinition,cre2f_freshnessmaxminutes,integer,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_kpirecommendationruleid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_rulecode,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_version,nvarchar,60,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_name,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_kpi,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_organizationscope,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_category,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_comparator,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_threshold,decimal,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_upperthreshold,decimal,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_clearthreshold,decimal,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_unit,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_currency,nvarchar,20,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_comparisonwindow,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_cooldownminutes,integer,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_severity,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_priority,integer,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_recommendationtemplate,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_explanationtemplate,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_requirescomplete,bit,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_owner,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_state,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_effectivefrom,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpirecommendationrule,cre2f_effectiveto,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_kpisnapshotid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_snapshotid,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_kpicode,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_organizationscope,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_period,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_metricvalue,decimal,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_unit,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_currency,nvarchar,20,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_sourceupdatedtime,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_retrievedat,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_completeness,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_evidenceref,nvarchar,1000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_kpisnapshot,cre2f_inputhash,nvarchar,256,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_recommendationid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_recid,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_rulecode,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_ruleversion,nvarchar,60,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_kpicode,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_organizationscope,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_category,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_observedvalue,decimal,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_threshold,decimal,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_impact,nvarchar,2000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_explanation,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_suggestedaction,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_confidence,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_confidencereason,nvarchar,4000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_firstdetected,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_lastdetected,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_status,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_duplicatekey,nvarchar,128,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendation,cre2f_snapshotid,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendationfeedback,cre2f_recommendationfeedbackid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendationfeedback,cre2f_feedbackid,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendationfeedback,cre2f_recommendationid,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendationfeedback,cre2f_reviewer,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendationfeedback,cre2f_isuseful,bit,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendationfeedback,cre2f_feedbacktype,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendationfeedback,cre2f_comment,nvarchar,4000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_recommendationfeedback,cre2f_recordedat,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_notificationdeliveryid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_deliveryid,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_recommendationid,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_recipient,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_channel,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_status,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_attemptcount,integer,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_maxattempts,integer,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_lasterror,nvarchar,4000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_createdat,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_updatedat,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_notificationdelivery,cre2f_receiptdetails,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_decisionevidence,cre2f_decisionevidenceid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_decisionevidence,cre2f_claimid,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_decisionevidence,cre2f_decisionid,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_decisionevidence,cre2f_sourcelookup,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_decisionevidence,cre2f_sourceversion,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_decisionevidence,cre2f_inputsnapshot,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_decisionevidence,cre2f_rationale,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_decisionevidence,cre2f_outputhash,nvarchar,256,,Local XML only; verify live EntitySetName and metadata before write
cre2f_decisionevidence,cre2f_verifiedidentity,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_decisionevidence,cre2f_limitations,nvarchar,4000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_decisionevidence,cre2f_manifestref,nvarchar,1000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_institutionalrecordid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_recordtitle,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_recordtype,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_sourceagent,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_executiveowner,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_summary,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_keydecisions,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_actionitems,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_retentionpolicy,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_loopcomponentid,nvarchar,1000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_notebooklocation,nvarchar,2000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_institutionalrecord,cre2f_createdon,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_proposalevaluationid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_proposaltitle,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_proposalid,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_submitter,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_requestedcapital,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_currency,nvarchar,20,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_paybackperiodmonths,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_irr,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_npv,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_rubricscore,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_evaluationstatus,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_evaluationsummary,nvarchar,8000,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_evaluatedby,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_proposalevaluation,cre2f_evaluatedon,datetime,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_peerbenchmarkid,primarykey,,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_benchmarkname,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_metriccode,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_cohortname,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_internalvalue,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_peermedian,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_peertopquartile,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_peerbottomquartile,nvarchar,200,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_unit,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_variancestatus,nvarchar,100,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_datasource,nvarchar,400,,Local XML only; verify live EntitySetName and metadata before write
cre2f_peerbenchmark,cre2f_benchmarkdate,datetime,,,Local XML only; verify live EntitySetName and metadata before write
